2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('geostd8_bin', 'geostd8', 93L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp932_japanese_ci', 'cp932', 95L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp932_bin', 'cp932', 96L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('eucjpms_japanese_ci', 'eucjpms', 97L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('eucjpms_bin', 'eucjpms', 98L, '', 'Yes', 1L)
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] SHOW VARIABLES LIKE 'sql_mode'
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] ()
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Col ('Variable_name', 'Value')
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('sql_mode', '')
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] DESCRIBE `token`
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] ()
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Col ('Field', 'Type', 'Null', 'Key', 'Default', 'Extra')
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] DESCRIBE `tenants`
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] ()
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Col ('Field', 'Type', 'Null', 'Key', 'Default', 'Extra')
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] DESCRIBE `services`
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] ()
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Col ('Field', 'Type', 'Null', 'Key', 'Default', 'Extra')
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] DESCRIBE `roles`
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] ()
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Col ('Field', 'Type', 'Null', 'Key', 'Default', 'Extra')
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] DESCRIBE `users`
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] ()
